"Abington","820.57","0.00","2364.52","2143.59","922.48","6251.16","5328.68"
"Acton","0.00","0.00","2366.48","2389.16","1007.63","5763.27","4755.64"
"Acushnet","0.00","0.00","182.38","2625.35","0.00","2807.73","2807.73"
"Adams","617.64","155.59","159.20","412.11","1425.31","2769.85","1344.54"
"Agawam","514.83","0.00","0.00","433.60","115.12","1063.55","948.43"
"Alford","786.88","395.22","407.15","404.78","655.89","2649.92","1994.03"
"Amesbury","2305.12","2091.29","2116.73","3068.89","2469.32","12051.35","9582.03"
"Amherst","1466.11","374.22","376.79","1530.98","1075.20","4823.30","3748.10"
"Andover","3799.64","1512.88","3183.51","1542.72","2035.84","12074.59","10038.75"
"Aquinnah","915.13","0.00","1895.37","1680.69","19.07","4510.26","4491.19"
"Arlington","1171.03","0.00","2148.56","1925.74","840.57","6085.90","5245.33"
"Ashburnham","1286.21","0.54","2415.99","2172.99","919.96","6795.69","5875.73"
"Ashby","282.50","0.54","2657.65","2412.74","1089.72","6443.15","5353.43"
"Ashfield","396.06","1.00","254.93","2634.02","14.44","3300.45","3286.01"
"Ashland","957.44","0.00","466.25","262.16","1289.83","2975.68","1685.85"
"Athol","1083.34","0.00","0.00","474.77","139.32","1697.43","1558.11"
"Attleboro","342.71","0.00","954.80","5.33","256.30","1559.14","1302.84"
"Auburn","718.35","2.74","1191.76","959.94","389.52","3262.31","2872.79"
"Avon","1518.82","3.22","10.03","1195.47","687.04","3414.58","2727.54"
"Ayer","1836.44","4.00","1680.52","0.00","475.80","3996.76","3520.96"
"Barnstable","3106.59","0.00","1913.16","1689.32","22.43","6731.50","6709.07"
"Barre","0.00","0.00","2061.59","3.42","8.77","2073.78","2065.01"
"Becket","547.73","0.00","0.39","2160.02","11.50","2719.64","2708.14"
"Bedford","167.61","0.00","2655.23","2417.81","22.78","5263.43","5240.65"
"Belchertown","0.00","0.00","141.30","2657.00","0.00","2798.30","2798.30"
"Bellingham","2367.47","6.29","499.53","242.61","13.23","3129.13","3115.90"
"Belmont","3376.68","5.46","0.00","496.86","16.47","3895.47","3879.00"
"Berkley","1482.69","0.00","939.04","9.95","10.33","2442.01","2431.68"
"Berlin","759.67","0.00","1174.62","960.56","12.84","2907.69","2894.85"
"Bernardston","1319.03","3.00","8.72","1194.68","35.65","2561.08","2525.43"
"Beverly","2572.46","5.53","934.13","41.37","0.00","3553.49","3553.49"
"Billerica","1796.68","0.00","1955.33","1659.07","22.98","5434.06","5411.08"
"Blackstone","1469.97","36.57","2139.16","1927.08","23.67","5596.45","5572.78"
"Blandford","0.00","0.00","2227.84","2167.48","19.23","4414.55","4395.32"
"Bolton","485.44","1.60","2659.34","2419.19","23.63","5589.20","5565.57"
"Boston","1436.78","3.57","265.00","2662.92","18.55","4386.82","4368.27"
"Bourne","3061.97","8.16","502.79","270.52","0.00","3843.44","3843.44"
"Boxborough","1786.53","2.45","12.00","468.00","9.64","2278.62","2268.98"
"Boxford","712.76","0.00","933.93","7.34","1.55","1655.58","1654.03"
"Boylston","899.12","0.00","1172.06","956.12","12.86","3040.16","3027.30"
"Braintree","1663.60","3.81","6.75","1195.56","12.19","2881.91","2869.72"
"Brewster","1945.39","1.28","1680.65","14.91","15.47","3657.70","3642.23"
"Bridgewater","934.59","0.00","1919.65","1680.42","0.00","4534.66","4534.66"
"Brimfield","1110.41","4.79","2163.14","1901.12","22.61","5202.07","5179.46"
"Brockton","1351.75","0.52","2392.25","2173.75","25.13","5943.40","5918.27"
"Brookfield","242.68","0.00","2634.04","2417.52","22.48","5316.72","5294.24"
"Brookline","451.00","1.42","258.64","2.92","3.03","717.01","713.98"
"Buckland","962.21","2.26","5.53","259.83","(0.84)","1228.99","1229.83"
"Burlington","193.48","1.31","1.47","482.01","0.00","678.27","678.27"
"Cambridge","340.09","0.00","952.00","0.00","0.00","1292.09","1292.09"
"Canton","717.17","0.29","1167.35","959.83","12.08","2856.72","2844.64"
"Carlisle","1684.28","0.00","0.00","1184.77","12.18","2881.23","2869.05"
"Carver","1910.47","3.73","1680.42","14.77","15.33","3624.72","3609.39"
"Charlemont","772.74","0.00","1919.59","1680.39","19.22","4391.94","4372.72"
"Charlton","1246.46","5.35","2163.77","1926.77","0.00","5342.35","5342.35"
"Chatham","1342.34","0.52","2417.29","2148.18","25.09","5933.42","5908.33"
"Chelmsford","232.11","0.97","2632.40","2417.48","16.37","5299.33","5282.96"
"Chelsea","465.71","0.00","234.58","2653.74","14.24","3368.27","3354.03"
"Cheshire","767.64","2.22","486.88","261.66","7.12","1525.52","1518.40"
"Chester","1056.54","0.00","6.80","490.67","6.60","1560.61","1554.01"
"Chesterfield","331.37","0.00","956.06","5.29","0.00","1292.72","1292.72"
"Chicopee","688.24","3.25","1191.63","934.78","11.97","2829.87","2817.90"
"Chilmark","1605.07","3.01","0.00","1180.24","11.84","2800.16","2788.32"
"Clarksburg","1647.35","0.00","1658.31","14.26","14.80","3334.72","3319.92"
"Clinton","822.13","0.00","1920.08","1680.64","84.77","4507.62","4422.85"
"Cohasset","1120.84","4.92","2163.28","1992.61","16.37","5298.02","5281.65"
"Colrain","1230.48","0.54","2483.47","2167.99","0.00","5882.48","5882.48"
"Concord","227.32","69.32","2653.67","2392.78","22.69","5365.78","5343.09"
"Conway","355.53","0.00","232.02","2659.02","14.50","3261.07","3246.57"
"Cummington","899.88","0.00","469.27","262.17","6.93","1638.25","1631.32"
"Dalton","1003.78","1.84","7.66","489.80","6.38","1509.46","1503.08"
"Danvers","313.49","0.00","954.57","5.21","5.41","1278.68","1273.27"
"Dartmouth","662.93","2.53","2.84","954.83","0.00","1623.13","1623.13"
"Dedham","612.58","3.00","3.37","1166.90","8.32","1794.17","1785.85"
"Deerfield","732.86","0.00","1651.00","10.52","4.11","2398.49","2394.38"
"Dennis","908.55","0.00","1895.85","1675.16","19.02","4498.58","4479.56"
"Dighton","1143.46","0.00","2144.25","1925.61","22.14","5235.46","5213.32"
"Douglas","1229.40","0.00","2415.64","2172.75","24.71","5842.50","5817.79"
"Dover","33.33","0.30","2657.33","2417.49","0.00","5108.45","5108.45"
"Dracut","435.57","1.39","259.43","2634.47","14.14","3345.00","3330.86"
"Dudley","1467.58","4.16","469.79","263.82","9.37","2214.72","2205.35"
"Dunstable","2028.70","0.00","0.00","486.06","10.68","2525.44","2514.76"
"Duxbury","1064.58","0.00","960.68","8.32","8.64","2042.22","2033.58"
"East.Bridgewater","2252.29","0.00","697.44","785.14","(330.11)","3404.76","3734.87"
