"Abington","09/27/2013","0.00","0.00","0.00","0.00","0.00","6481.74","11/04/2013","1103.18","0.00","0.00","0.00","0.00","1150.07","0:00:00","0:00:00","0.00","0.00","0.00","0.00","46.89","0.00","0.00","7631.81"
"Acushnet","09/27/2013","0.00","0.00","0.00","0.00","0.00","5245.40","11/04/2013","1548.67","0.00","0.00","0.00","0.00","1614.49","0:00:00","0:00:00","0.00","0.00","0.00","0.00","65.82","0.00","0.00","6859.89"
"Adams","09/27/2013","0.00","0.00","0.00","0.00","0.00","4934.34","11/04/2013","1988.66","0.00","0.00","0.00","0.00","2020.93","0:00:00","0:00:00","0.00","0.00","0.00","0.00","82.39","(50.12)","0.00","6955.27"
"Agawam","09/27/2013","0.00","0.00","0.00","0.00","0.00","4204.93","11/04/2013","2002.57","959.40","0.00","0.00","0.00","2087.68","0:00:00","0:00:00","0.00","0.00","0.00","0.00","85.11","0.00","0.00","6292.61"
"Alford","09/27/2013","0.00","802.62","0.00","0.00","0.00","6395.51","11/04/2013","2652.39","0.00","0.00","0.00","0.00","2712.87","0:00:00","5:12:00","0.00","0.00","0.00","0.00","110.60","(50.12)","0.00","9108.38"
"Amesbury","09/27/2013","338.02","39.30","0.00","0.00","0.00","18146.71","11/04/2013","4053.83","0.00","0.00","51.23","0.00","4578.94","6:27:00","0:45:00","11.52","(89.43)","0.00","0.00","174.47","0.00","0.00","22725.65"
"Amherst","09/27/2013","383.03","38.56","0.00","0.00","0.00","6394.38","11/05/2013","237.44","1908.26","0.00","0.00","0.00","593.76","7:27:00","0:45:00","13.32","(88.68)","0.00","0.00","10.09","0.00","0.00","6988.14"
"Andover","09/27/2013","1330.20","118.07","0.00","0.00","0.00","16566.16","11/05/2013","450.71","0.00","0.00","0.00","0.00","1906.56","8:27:00","0:45:00","55.26","(66.84)","0.00","0.00","19.16","0.00","0.00","18472.72"
"Aquinnah","09/27/2013","0.00","1559.56","0.00","0.00","0.00","5730.52","11/05/2013","0.00","666.10","0.00","0.00","0.00","0.00","0:00:00","10:12:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5730.52"
"Arlington","09/27/2013","0.00","0.00","0.00","0.00","0.00","6988.18","11/05/2013","883.60","0.00","0.00","0.00","0.00","921.15","0:00:00","0:00:00","0.00","0.00","0.00","0.00","37.55","0.00","0.00","7909.33"
"Ashburnham","09/27/2013","0.00","0.00","0.00","0.00","0.00","7285.42","11/05/2013","1103.18","0.00","0.00","0.00","0.00","1150.07","0:00:00","0:00:00","0.00","0.00","0.00","0.00","46.89","0.00","0.00","8435.49"
"Ashfield","09/27/2013","0.00","0.00","0.00","0.00","0.00","6050.14","11/05/2013","1548.67","0.00","0.00","0.00","0.00","1614.49","0:00:00","0:00:00","0.00","0.00","0.00","0.00","65.82","0.00","0.00","7664.63"
"Ashland","09/27/2013","0.00","0.00","0.00","0.00","0.00","4926.23","11/05/2013","1774.57","0.00","0.00","0.00","0.00","1849.99","0:00:00","0:00:00","0.00","0.00","0.00","0.00","75.42","0.00","0.00","6776.22"
"Athol","09/27/2013","0.00","0.00","0.00","0.00","0.00","5116.41","11/06/2013","2002.57","0.00","0.00","0.00","0.00","2087.68","0:00:00","0:00:00","0.00","0.00","0.00","0.00","85.11","0.00","0.00","7204.09"
"Attleboro","09/27/2013","0.00","0.00","0.00","0.00","0.00","4052.61","11/06/2013","2232.67","0.00","0.00","0.00","0.00","2327.56","0:00:00","0:00:00","0.00","0.00","0.00","0.00","94.89","0.00","0.00","6380.17"
"Avon","09/27/2013","0.00","0.00","0.00","0.00","0.00","3613.02","11/06/2013","237.44","0.00","0.00","0.00","0.00","247.53","0:00:00","0:00:00","0.00","0.00","0.00","0.00","10.09","0.00","0.00","3860.55"
"Ayer","09/27/2013","0.00","0.00","0.00","0.00","0.00","3853.04","11/06/2013","450.71","0.00","0.00","0.00","0.00","469.87","0:00:00","0:00:00","0.00","0.00","0.00","0.00","19.16","0.00","0.00","4322.91"
"Barnstable","09/27/2013","0.00","0.00","0.00","0.00","0.00","8809.68","11/06/2013","0.00","666.10","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8809.68"
"Barre","09/27/2013","0.00","0.00","0.00","0.00","0.00","3057.45","11/06/2013","883.60","0.00","0.00","0.00","0.00","921.15","0:00:00","0:00:00","0.00","0.00","0.00","0.00","37.55","0.00","0.00","3978.60"
"Becket","09/27/2013","0.00","0.00","0.00","0.00","0.00","3288.22","11/06/2013","1103.18","0.00","0.00","0.00","0.00","1150.07","0:00:00","0:00:00","0.00","0.00","0.00","0.00","46.89","0.00","0.00","4438.29"
"Belchertown","09/27/2013","0.00","0.00","0.00","0.00","0.00","4621.84","11/07/2013","1548.67","0.00","0.00","0.00","0.00","1614.49","0:00:00","0:00:00","0.00","0.00","0.00","0.00","65.82","0.00","0.00","6236.33"
"Bellingham","09/27/2013","0.00","0.00","0.00","0.00","0.00","7819.24","11/07/2013","1774.57","0.00","0.00","0.00","0.00","1849.99","0:00:00","0:00:00","0.00","0.00","0.00","0.00","75.42","0.00","0.00","9669.23"
"Belmont","09/27/2013","0.00","0.00","0.00","0.00","0.00","9832.58","11/07/2013","2002.57","0.00","0.00","0.00","0.00","2087.68","0:00:00","0:00:00","0.00","0.00","0.00","0.00","85.11","0.00","0.00","11920.26"
"Berkley","09/27/2013","0.00","0.00","0.00","0.00","0.00","6032.31","11/07/2013","2232.67","0.00","0.00","0.00","0.00","2327.56","0:00:00","0:00:00","0.00","0.00","0.00","0.00","94.89","0.00","0.00","8359.87"
"Berlin","09/27/2013","0.00","0.00","0.00","0.00","0.00","3755.95","11/07/2013","2464.88","0.00","0.00","0.00","0.00","2569.64","0:00:00","0:00:00","0.00","0.00","0.00","0.00","104.76","0.00","0.00","6325.59"
"Bernardston","09/27/2013","0.00","0.00","0.00","0.00","0.00","3751.16","11/07/2013","237.44","0.00","0.00","0.00","0.00","247.53","0:00:00","0:00:00","0.00","0.00","0.00","0.00","10.09","0.00","0.00","3998.69"
"Beverly","09/27/2013","0.00","0.00","0.00","0.00","0.00","4906.81","11/07/2013","247.90","0.00","0.00","0.00","0.00","258.44","0:00:00","0:00:00","0.00","0.00","0.00","0.00","10.54","0.00","0.00","5165.25"
"Billerica","09/27/2013","0.00","0.00","0.00","0.00","0.00","6893.90","11/08/2013","0.00","666.10","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6893.90"
"Blackstone","09/27/2013","0.00","0.00","0.00","0.00","0.00","7389.16","11/08/2013","883.60","0.00","0.00","0.00","0.00","921.15","0:00:00","0:00:00","0.00","0.00","0.00","0.00","37.55","0.00","0.00","8310.31"
"Blandford","09/27/2013","0.00","0.00","0.00","0.00","(6.41)","4396.52","11/08/2013","1103.18","0.00","0.00","0.00","0.00","1150.07","0:00:00","0:00:00","0.00","0.00","0.00","(6.41)","46.89","0.00","0.00","5540.18"
"Boston","09/27/2013","0.00","0.00","0.00","0.00","0.00","8543.97","11/08/2013","1548.67","0.00","0.00","0.00","0.00","1614.49","0:00:00","0:00:00","0.00","0.00","0.00","0.00","65.82","0.00","0.00","10158.46"
"Bourne","09/27/2013","0.00","0.00","0.00","0.00","0.00","9193.93","11/08/2013","1774.57","0.00","0.00","0.00","0.00","1849.99","0:00:00","0:00:00","0.00","0.00","0.00","0.00","75.42","0.00","0.00","11043.92"
"Boxborough","09/27/2013","0.00","0.00","0.00","0.00","0.00","6473.83","11/08/2013","2002.57","0.00","0.00","0.00","0.00","2087.68","0:00:00","0:00:00","0.00","0.00","0.00","0.00","85.11","0.00","0.00","8561.51"
"Boxford","09/27/2013","0.00","0.00","0.00","0.00","0.00","4936.53","11/08/2013","2232.67","0.00","0.00","0.00","0.00","2327.56","0:00:00","0:00:00","0.00","0.00","0.00","0.00","94.89","0.00","0.00","7264.09"
"Boylston","09/27/2013","0.00","0.00","0.00","0.00","0.00","3877.71","11/09/2013","2464.88","0.00","0.00","0.00","0.00","2569.64","0:00:00","0:00:00","0.00","0.00","0.00","0.00","104.76","0.00","0.00","6447.35"
"Braintree","09/27/2013","0.00","0.00","0.00","0.00","0.00","4251.07","11/09/2013","237.44","0.00","0.00","0.00","0.00","247.53","0:00:00","0:00:00","0.00","0.00","0.00","0.00","10.09","0.00","0.00","4498.60"
"Brewster","09/27/2013","0.00","0.00","0.00","0.00","0.00","4503.23","11/09/2013","450.71","0.00","0.00","0.00","0.00","469.87","0:00:00","0:00:00","0.00","0.00","0.00","0.00","19.16","0.00","0.00","4973.10"
"Brimfield","09/27/2013","0.00","0.00","0.00","0.00","0.00","5837.32","11/09/2013","883.60","0.00","0.00","0.00","0.00","921.15","0:00:00","0:00:00","0.00","0.00","0.00","0.00","37.55","0.00","0.00","6758.47"
"Brockton","09/27/2013","0.00","0.00","0.00","0.00","0.00","6717.96","11/09/2013","1103.18","0.00","0.00","0.00","0.00","1150.07","0:00:00","0:00:00","0.00","0.00","0.00","0.00","46.89","0.00","0.00","7868.03"
"Brookline","09/27/2013","0.00","0.00","0.00","0.00","0.00","3389.23","11/09/2013","1548.67","0.00","0.00","0.00","0.00","1614.49","0:00:00","0:00:00","0.00","0.00","0.00","0.00","65.82","0.00","0.00","5003.72"
"Buckland","09/27/2013","0.00","0.00","0.00","0.00","0.00","4371.42","11/10/2013","1774.57","0.00","0.00","0.00","0.00","1849.99","0:00:00","0:00:00","0.00","0.00","0.00","0.00","75.42","0.00","0.00","6221.41"
"Burlington","09/27/2013","0.00","0.00","0.00","0.00","0.00","4366.71","11/10/2013","2002.57","0.00","0.00","0.00","0.00","2087.68","0:00:00","0:00:00","0.00","0.00","0.00","0.00","85.11","0.00","0.00","6454.39"
"Cambridge","09/27/2013","0.00","0.00","0.00","0.00","0.00","4158.59","11/10/2013","2232.67","0.00","0.00","0.00","0.00","2327.56","0:00:00","0:00:00","0.00","0.00","0.00","0.00","94.89","0.00","0.00","6486.15"
"Canton","09/27/2013","0.00","0.00","0.00","0.00","0.00","3585.61","11/10/2013","2464.88","0.00","0.00","0.00","0.00","2569.64","0:00:00","0:00:00","0.00","0.00","0.00","0.00","104.76","0.00","0.00","6155.25"
"Carlisle","09/27/2013","0.00","0.00","0.00","0.00","0.00","4091.74","11/10/2013","237.44","0.00","0.00","0.00","0.00","247.53","0:00:00","0:00:00","0.00","0.00","0.00","0.00","10.09","0.00","0.00","4339.27"
"Carver","09/27/2013","0.00","0.00","0.00","0.00","0.00","4459.38","11/10/2013","450.71","0.00","0.00","0.00","0.00","469.87","0:00:00","0:00:00","0.00","0.00","0.00","0.00","19.16","0.00","0.00","4929.25"
"Charlemont","09/27/2013","0.00","0.00","0.00","0.00","0.00","5644.09","11/10/2013","0.00","666.10","0.00","0.00","0.00","0.00","0:00:00","0:00:00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5644.09"
"Charlton","09/27/2013","0.00","0.00","0.00","0.00","0.00","5969.60","11/10/2013","1986.78","0.00","0.00","0.00","0.00","2071.22","0:00:00","0:00:00","0.00","0.00","0.00","0.00","84.44","0.00","0.00","8040.82"
"Chatham","09/27/2013","0.00","0.00","0.00","0.00","0.00","7507.32","11/11/2013","1103.18","1324.88","0.00","0.00","0.00","1150.07","0:00:00","0:00:00","0.00","0.00","0.00","0.00","46.89","0.00","0.00","8657.39"
"Chelmsford","09/27/2013","0.00","0.00","0.00","0.00","0.00","6991.93","11/11/2013","1548.67","1324.88","0.00","0.00","0.00","1614.49","0:00:00","0:00:00","0.00","0.00","0.00","0.00","65.82","0.00","0.00","8606.42"
"Chelsea","09/27/2013","0.00","0.00","0.00","0.00","(7.50)","4140.35","11/11/2013","3323.24","0.00","0.00","0.00","0.00","3464.48","0:00:00","0:00:00","0.00","0.00","0.00","(7.50)","141.24","0.00","0.00","7597.33"
"Cheshire","09/27/2013","0.00","0.00","0.00","0.00","(1.97)","2720.57","11/11/2013","3777.14","0.00","0.00","0.00","0.00","3937.67","0:00:00","0:00:00","0.00","0.00","0.00","(1.97)","160.53","0.00","0.00","6656.27"
"Chester","09/27/2013","0.00","0.00","0.00","0.00","0.00","2890.26","11/11/2013","4235.24","0.00","0.00","0.00","0.00","4415.24","0:00:00","0:00:00","0.00","0.00","0.00","0.00","180.00","0.00","0.00","7305.50"
"Chesterfield","09/27/2013","0.00","0.00","0.00","0.00","0.00","1581.90","11/11/2013","4697.55","0.00","0.00","0.00","0.00","4897.20","0:00:00","0:00:00","0.00","0.00","0.00","0.00","199.65","0.00","0.00","6479.10"
"Chicopee","09/27/2013","0.00","0.00","0.00","0.00","0.00","3215.37","11/11/2013","2702.32","0.00","0.00","0.00","0.00","2817.17","0:00:00","0:00:00","0.00","0.00","0.00","0.00","114.85","0.00","0.00","6032.54"
"Chilmark","09/27/2013","0.00","0.00","0.00","0.00","0.00","3613.61","11/11/2013","688.15","0.00","0.00","0.00","0.00","717.40","0:00:00","0:00:00","0.00","0.00","0.00","0.00","29.25","0.00","0.00","4331.01"
"Clarksburg","09/27/2013","0.00","0.00","0.00","0.00","(6.52)","4369.92","11/12/2013","450.71","666.10","0.00","0.00","0.00","469.87","0:00:00","0:00:00","0.00","0.00","0.00","(6.52)","19.16","0.00","0.00","4833.27"
"Clinton","09/27/2013","0.00","0.00","0.00","0.00","0.00","4820.24","11/12/2013","883.60","666.10","0.00","0.00","0.00","921.15","0:00:00","0:00:00","0.00","0.00","0.00","0.00","37.55","0.00","0.00","5741.39"
"Cohasset","09/27/2013","0.00","0.00","0.00","0.00","0.00","5872.46","11/12/2013","1986.78","0.00","0.00","0.00","0.00","2071.22","0:00:00","0:00:00","0.00","0.00","0.00","0.00","84.44","0.00","0.00","7943.68"
"Colrain","09/27/2013","0.00","0.00","0.00","0.00","0.00","7238.73","11/12/2013","1103.18","1324.88","0.00","0.00","0.00","1150.07","0:00:00","0:00:00","0.00","0.00","0.00","0.00","46.89","0.00","0.00","8388.80"
