"Default","Abington","Default","97.11"
"Default","Acton","Default","46.33"
"Default","Acushnet","Default","46.86"
"Default","Adams","Default","89.21"
"Default","Agawam","Default","40.81"
"Default","Alford","Default","13.38"
"Default","Amesbury","Default","0.00"
"Default","Amherst","Default","0.00"
"Default","Andover","Default","0.00"
"Default","Aquinnah","Default","0.00"
"Default","Arlington","Default","25.07"
"Default","Ashburnham","Default","0.00"
"Default","Ashby","Default","0.00"
"Default","Ashfield","Default","18.17"
"Default","Ashland","Default","0.00"
"Default","Athol","Default","0.00"
"Default","Attleboro","Default","25.07"
"Default","Auburn","Default","0.00"
"Default","Avon","Default","0.00"
"Default","Ayer","Default","0.00"
"Default","Barnstable","Default","0.00"
"Default","Barre","Default","0.00"
"Default","Becket","Default","25.07"
"Default","Bedford","Default","14.48"
"Default","Belchertown","Default","0.00"
"Default","Bellingham","Default","0.00"
"Default","Belmont","Default","0.00"
"Default","Berkley","Default","0.00"
"Default","Berlin","Default","25.07"
"Default","Bernardston","Default","0.00"
"Default","Beverly","Default","12.04"
"Default","Billerica","Default","0.00"
"Default","Blackstone","Default","0.00"
"Default","Blandford","Default","25.02"
"Default","Bolton","Default","25.07"
"Default","Boston","Default","0.00"
"Default","Bourne","Default","0.00"
"Default","Boxborough","Default","0.00"
"Default","Boxford","Default","0.00"
"Default","Boylston","Default","0.00"
"Default","Braintree","Default","25.07"
"Default","Brewster","Default","0.00"
"Default","Bridgewater","Default","0.00"
"Default","Brimfield","Default","0.00"
"Default","Brockton","Default","0.00"
"Default","Brookfield","Default","0.00"
"Default","Brookline","Default","25.07"
"Default","Buckland","Default","0.00"
"Default","Burlington","Default","0.00"
"Default","Cambridge","Default","0.00"
"Default","Canton","Default","20.94"
"Default","Carlisle","Default","0.00"
"Default","Carver","Default","25.07"
"Default","Charlemont","Default","21.87"
"Default","Charlton","Default","0.00"
"Default","Chatham","Default","0.00"
"Default","Chelmsford","Default","0.00"
"Default","Chelsea","Default","0.00"
