"Abington","2861.27","0.002476","27:48:00","0.003056","2861.27","0.003208","27:48:00","0.003994","0.00","0.000000","0:00:00","0.000000","2861.27","0.00","0.000000","0.000000","1390.80","0.169616","27:24:00","0:24:00","0.000000","6346.00","0.003497","5084.21","0.003262","1261.79","0.004929","5338.42","(1007.58)","-0.158774","-0.109400","9207.27","0.003100","27:48:00","0.003056","7945.48","0.003242","27:48:00","0.003994","1261.79","0.002428","0:00:00","0.000000","8199.69","(1007.58)","-0.109433","-0.109400","1390.80","0.169616","27:24:00","0:24:00","0.000000"
"Acton","2154.40","0.001865","20:48:00","0.002287","2154.40","0.002416","20:48:00","0.002988","0.00","0.000000","0:00:00","0.000000","2154.40","0.00","0.000000","-0.103000","1040.74","0.123888","20:24:00","0:24:00","0.032258","7210.56","0.003973","5948.77","0.003816","1261.79","0.004929","6246.22","(964.34)","-0.133740","0.000000","9364.96","0.003153","20:48:00","0.002287","8103.17","0.003307","20:48:00","0.002988","1261.79","0.002428","0:00:00","0.000000","8400.62","(964.34)","-0.102973","-0.103000","1040.74","0.123888","20:24:00","0:24:00","0.032258"
"Acushnet","2577.76","0.002231","24:48:00","0.002727","1506.45","0.001689","14:36:00","0.002097","1071.31","0.004064","10:12:00","0.004779","1506.45","(1071.31)","-0.415597","0.000000","1240.98","0.164761","24:24:00","0:24:00","0.000000","5738.62","0.003162","5738.62","0.003682","0.00","0.000000","6025.56","286.94","0.050002","-0.094300","8316.38","0.002800","24:48:00","0.002727","7245.07","0.002957","14:36:00","0.002097","1071.31","0.002062","10:12:00","0.004779","7532.01","(784.37)","-0.094316","-0.094300","1240.98","0.164761","24:24:00","0:24:00","0.000000"
"Adams","3183.64","0.002755","30:48:00","0.003386","2122.43","0.002380","20:36:00","0.002959","1061.21","0.004026","10:12:00","0.004779","2122.43","(1061.21)","-0.333332","0.000000","1541.03","0.206884","30:24:00","0:24:00","0.000000","7257.41","0.003999","7257.41","0.004656","0.00","0.000000","5326.34","(1931.07)","-0.266083","-0.286600","10441.05","0.003515","30:48:00","0.003386","9379.84","0.003828","20:36:00","0.002959","1061.21","0.002042","10:12:00","0.004779","7448.77","(2992.28)","-0.286588","-0.286600","1541.03","0.206884","30:24:00","0:24:00","0.000000"
"Agawam","2313.74","0.002003","22:48:00","0.002507","2313.74","0.002594","22:48:00","0.003275","0.00","0.000000","0:00:00","0.000000","2313.74","0.00","0.000000","-0.409400","1140.32","0.162910","22:24:00","0:24:00","0.019608","9537.85","0.005256","4462.81","0.002863","5075.04","0.019826","4685.95","(4851.90)","-0.508700","0.000000","11851.59","0.003990","22:48:00","0.002507","6776.55","0.002765","22:48:00","0.003275","5075.04","0.009768","0:00:00","0.000000","6999.69","(4851.90)","-0.409388","-0.409400","1140.32","0.162910","22:24:00","0:24:00","0.019608"
"Alford","6623.86","0.005733","64:48:00","0.007124","786.05","0.000881","7:36:00","0.001092","5837.81","0.022146","57:12:00","0.026797","786.05","(5837.81)","-0.881331","-0.542900","3241.35","0.384028","63:24:00","1:24:00","0.014085","11840.39","0.006525","11206.01","0.007189","634.38","0.002478","7654.35","(4186.04)","-0.353539","0.000000","18464.25","0.006217","64:48:00","0.007124","11992.06","0.004894","7:36:00","0.001092","6472.19","0.012457","57:12:00","0.026797","8440.40","(10023.85)","-0.542879","-0.542900","3241.35","0.384028","63:24:00","1:24:00","0.014085"
"Amesbury","9415.23","0.008149","89:48:00","0.009873","8012.47","0.008985","76:21:00","0.010968","1402.76","0.005322","13:27:00","0.006301","3724.56","(5690.67)","-0.604411","0.000000","4494.29","0.219964","88:24:00","1:24:00","0.000000","11820.35","0.006514","11820.35","0.007583","0.00","0.000000","16707.36","4887.01","0.413440","-0.037800","21235.58","0.007150","89:48:00","0.009873","19832.82","0.008093","76:21:00","0.010968","1402.76","0.002700","13:27:00","0.006301","20431.92","(803.66)","-0.037845","-0.037800","4494.29","0.219964","88:24:00","1:24:00","0.000000"
"Amherst","11028.60","0.009545","106:48:00","0.011742","10178.19","0.011413","98:33:00","0.014157","850.41","0.003226","8:15:00","0.003865","5392.75","(5635.85)","-0.511021","0.000000","5343.45","0.743790","105:24:00","1:24:00","0.000000","11800.35","0.006503","1706.03","0.001094","10094.32","0.039434","1791.33","(10009.02)","-0.848197","-0.685300","22828.95","0.007686","106:48:00","0.011742","11884.22","0.004850","98:33:00","0.014157","10944.73","0.021064","8:15:00","0.003865","7184.08","(15644.87)","-0.685308","-0.685300","5343.45","0.743790","105:24:00","1:24:00","0.000000"
"Andover","12441.21","0.010768","119:48:00","0.013171","11582.44","0.012988","111:33:00","0.016024","858.77","0.003258","8:15:00","0.003865","17103.01","4661.80","0.374706","0.176100","5994.53","0.313810","118:24:00","1:24:00","0.009901","3800.34","0.002094","1904.17","0.001222","1896.17","0.007407","1999.38","(1800.96)","-0.473894","0.000000","16241.55","0.005468","119:48:00","0.013171","13486.61","0.005504","111:33:00","0.016024","2754.94","0.005302","8:15:00","0.003865","19102.39","2860.84","0.176143","0.176100","5994.53","0.313810","118:24:00","1:24:00","0.009901"
"Aquinnah","13248.68","0.011467","130:48:00","0.014380","1363.94","0.001529","13:24:00","0.001925","11884.74","0.045086","117:24:00","0.055000","1363.94","(11884.74)","-0.897051","-0.688600","6541.53","1.174257","129:24:00","1:24:00","0.019608","4640.89","0.002557","4006.51","0.002570","634.38","0.002478","4206.84","(434.05)","-0.093527","0.000000","17889.57","0.006023","130:48:00","0.014380","5370.45","0.002192","13:24:00","0.001925","12519.12","0.024095","117:24:00","0.055000","5570.78","(12318.79)","-0.688602","-0.688600","6541.53","1.174257","129:24:00","1:24:00","0.019608"
