"Abington","2861.27","0.002512","27:48:00","0.003111","2861.27","0.003242","27:48:00","0.004045","0.00","0.000000","0:00:00","0.000000","2861.27","0.00","0.000000","0.000000","1390.80","0.169616","27:24:00","0:24:00","0.000000","6346.00","0.003530","5084.21","0.003281","1261.79","0.005080","5338.42","(1007.58)","-0.158774","-0.109400","9207.27","0.003135","27:48:00","0.003111","7945.48","0.003267","27:48:00","0.004045","1261.79","0.002500","0:00:00","0.000000","8199.69","(1007.58)","-0.109433","-0.109400","1390.80","0.169616","27:24:00","0:24:00","0.000000"
"Acton","2154.40","0.001892","20:48:00","0.002328","2154.40","0.002441","20:48:00","0.003027","0.00","0.000000","0:00:00","0.000000","2154.40","0.00","0.000000","-0.103000","1040.74","0.123888","20:24:00","0:24:00","0.010989","7210.56","0.004011","5948.77","0.003839","1261.79","0.005080","6246.22","(964.34)","-0.133740","0.000000","9364.96","0.003189","20:48:00","0.002328","8103.17","0.003332","20:48:00","0.003027","1261.79","0.002500","0:00:00","0.000000","8400.62","(964.34)","-0.102973","-0.103000","1040.74","0.123888","20:24:00","0:24:00","0.010989"
"Acushnet","2577.76","0.002263","24:48:00","0.002775","1506.45","0.001707","14:36:00","0.002125","1071.31","0.004178","10:12:00","0.004942","1506.45","(1071.31)","-0.415597","0.000000","1240.98","0.164761","24:24:00","0:24:00","0.000000","5738.62","0.003192","5738.62","0.003704","0.00","0.000000","6025.56","286.94","0.050002","-0.094300","8316.38","0.002832","24:48:00","0.002775","7245.07","0.002979","14:36:00","0.002125","1071.31","0.002122","10:12:00","0.004942","7532.01","(784.37)","-0.094316","-0.094300","1240.98","0.164761","24:24:00","0:24:00","0.000000"
"Adams","3183.64","0.002795","30:48:00","0.003447","2122.43","0.002405","20:36:00","0.002998","1061.21","0.004139","10:12:00","0.004942","2122.43","(1061.21)","-0.333332","-0.221400","1541.03","0.226859","30:24:00","0:24:00","0.090909","5540.41","0.003082","5540.41","0.003576","0.00","0.000000","4670.46","(869.95)","-0.157019","0.000000","8724.05","0.002971","30:48:00","0.003447","7662.84","0.003151","20:36:00","0.002998","1061.21","0.002102","10:12:00","0.004942","6792.89","(1931.16)","-0.221360","-0.221400","1541.03","0.226859","30:24:00","0:24:00","0.090909"
"Agawam","2313.74","0.002032","22:48:00","0.002552","2313.74","0.002622","22:48:00","0.003318","0.00","0.000000","0:00:00","0.000000","2313.74","0.00","0.000000","-0.248500","1140.32","0.162910","22:24:00","0:24:00","0.019608","7000.33","0.003894","4462.81","0.002880","2537.52","0.010216","4685.95","(2314.38)","-0.330610","0.000000","9314.07","0.003172","22:48:00","0.002552","6776.55","0.002786","22:48:00","0.003318","2537.52","0.005027","0:00:00","0.000000","6999.69","(2314.38)","-0.248482","-0.248500","1140.32","0.162910","22:24:00","0:24:00","0.019608"
"Alford","4501.02","0.003952","44:00:00","0.004924","786.05","0.000891","7:36:00","0.001106","3714.97","0.014488","36:24:00","0.017636","786.05","(3714.97)","-0.825362","0.000000","2200.95","0.316138","43:00:00","1:00:00","0.000000","8474.31","0.004714","7839.93","0.005060","634.38","0.002554","6175.95","(2298.36)","-0.271215","-0.463400","12975.33","0.004418","44:00:00","0.004924","8625.98","0.003547","7:36:00","0.001106","4349.35","0.008616","36:24:00","0.017636","6962.00","(6013.33)","-0.463443","-0.463400","2200.95","0.316138","43:00:00","1:00:00","0.000000"
"Amesbury","6389.23","0.005610","61:00:00","0.006826","5301.67","0.006008","50:33:00","0.007356","1087.56","0.004241","10:27:00","0.005063","2573.00","(3816.23)","-0.597291","-0.091900","3052.85","0.240011","60:00:00","1:00:00","0.012346","7617.75","0.004237","7617.75","0.004916","0.00","0.000000","10146.64","2528.89","0.331973","0.000000","14006.98","0.004770","61:00:00","0.006826","12919.42","0.005312","50:33:00","0.007356","1087.56","0.002154","10:27:00","0.005063","12719.64","(1287.34)","-0.091907","-0.091900","3052.85","0.240011","60:00:00","1:00:00","0.012346"
"Amherst","7647.56","0.006715","74:00:00","0.008281","7106.39","0.008053","68:45:00","0.010005","541.17","0.002111","5:15:00","0.002544","4061.11","(3586.45)","-0.468967","-0.593600","3702.45","0.632634","73:00:00","1:00:00","0.010989","6753.19","0.003756","1706.03","0.001101","5047.16","0.020319","1791.33","(4961.86)","-0.734743","0.000000","14400.75","0.004904","74:00:00","0.008281","8812.42","0.003624","68:45:00","0.010005","5588.33","0.011070","5:15:00","0.002544","5852.44","(8548.31)","-0.593602","-0.593600","3702.45","0.632634","73:00:00","1:00:00","0.010989"
"Andover","8610.69","0.007560","83:00:00","0.009288","8064.20","0.009138","77:45:00","0.011314","546.49","0.002131","5:15:00","0.002544","11577.29","2966.60","0.344525","0.000000","4153.05","0.305896","82:00:00","1:00:00","0.000000","3800.34","0.002114","1904.17","0.001229","1896.17","0.007634","1999.38","(1800.96)","-0.473894","0.093900","12411.03","0.004226","83:00:00","0.009288","9968.37","0.004099","77:45:00","0.011314","2442.66","0.004839","5:15:00","0.002544","13576.67","1165.64","0.093920","0.093900","4153.05","0.305896","82:00:00","1:00:00","0.000000"
"Aquinnah","9123.80","0.008011","90:00:00","0.010072","1363.94","0.001546","13:24:00","0.001950","7759.86","0.030263","76:36:00","0.037113","1363.94","(7759.86)","-0.850507","-0.595300","4501.13","0.807989","89:00:00","1:00:00","0.009009","4640.89","0.002581","4006.51","0.002586","634.38","0.002554","4206.84","(434.05)","-0.093527","0.000000","13764.69","0.004687","90:00:00","0.010072","5370.45","0.002208","13:24:00","0.001950","8394.24","0.016628","76:36:00","0.037113","5570.78","(8193.91)","-0.595285","-0.595300","4501.13","0.807989","89:00:00","1:00:00","0.009009"
