"Abington","08/27/2013","0.00","0.00","0.00","0.00","(126.16)","6972.06","11/04/2013","1103.18","1324.88","1.99","0.00","(8.08)","1190.67","0:00:00","0:00:00","0.00","0.00","0.00","(134.24)","85.50","0.00","0.00","8028.49"
"Acton","08/27/2013","0.00","0.00","0.00","0.00","(127.16)","6586.03","11/04/2013","1548.67","1324.88","2.99","0.00","(8.08)","1671.68","0:00:00","0:00:00","0.00","0.00","0.00","(135.24)","120.02","0.00","0.00","8122.47"
"Acushnet","08/27/2013","0.00","0.00","0.00","0.00","(128.16)","3733.93","11/04/2013","3323.24","0.00","3.99","0.00","(8.08)","3584.78","0:00:00","0:00:00","0.00","0.00","0.00","(136.24)","257.55","0.00","0.00","7182.47"
"Adams","08/27/2013","0.00","0.00","0.00","0.00","(129.16)","2995.30","11/04/2013","3991.23","0.00","4.99","0.00","(8.08)","4251.54","0:00:00","0:00:00","0.00","0.00","0.00","(137.24)","305.44","(50.12)","0.00","7109.60"
"Agawam","08/27/2013","0.00","0.00","0.00","0.00","(130.16)","2152.36","11/04/2013","4235.24","959.40","5.99","0.00","(8.08)","4569.46","0:00:00","0:00:00","0.00","0.00","0.00","(138.24)","328.23","0.00","0.00","6583.58"
"Alford","08/27/2013","0.00","802.62","0.00","0.00","0.00","3582.42","11/04/2013","5117.27","0.00","0.00","0.00","0.00","5459.85","0:00:00","5:12:00","0.00","0.00","0.00","0.00","392.70","(50.12)","0.00","9042.27"
"Amesbury","08/27/2013","338.02","39.30","0.00","0.00","(107.08)","16592.22","11/04/2013","4291.27","0.00","0.00","51.23","0.00","4998.54","6:27:00","0:45:00","31.60","(89.43)","0.00","(107.08)","336.55","0.00","0.00","21483.68"
"Amherst","08/27/2013","383.03","38.56","0.00","0.00","0.00","5828.08","11/05/2013","688.15","1908.26","0.00","0.00","0.00","1099.72","7:27:00","0:45:00","25.32","(88.68)","0.00","0.00","53.34","0.00","0.00","6927.80"
"Andover","08/27/2013","1330.20","118.07","0.00","0.00","0.00","15920.30","11/05/2013","450.71","666.10","0.00","0.00","0.00","1993.00","8:27:00","0:45:00","125.93","(66.84)","0.00","0.00","34.93","0.00","0.00","17913.30"
"Aquinnah","08/27/2013","0.00","1559.56","0.00","0.00","(25.08)","5024.05","11/05/2013","883.60","666.10","0.00","0.00","(8.08)","952.08","0:00:00","10:12:00","0.00","0.00","0.00","(33.16)","68.48","0.00","0.00","5942.97"
"Arlington","08/27/2013","0.00","0.00","0.00","0.00","0.00","6104.69","11/05/2013","1986.78","0.00","0.00","0.00","0.00","2140.76","0:00:00","0:00:00","0.00","0.00","0.00","0.00","153.98","0.00","0.00","8245.45"
"Ashburnham","08/27/2013","0.00","0.00","0.00","0.00","(112.08)","7641.84","11/05/2013","1103.18","1324.88","0.00","0.00","0.00","1188.68","0:00:00","0:00:00","0.00","0.00","0.00","(112.08)","85.50","0.00","0.00","8718.44"
"Ashby","08/27/2013","0.00","0.00","0.00","0.00","0.00","7338.09","11/05/2013","1548.67","1324.88","0.00","0.00","0.00","1668.69","0:00:00","0:00:00","0.00","0.00","0.00","0.00","120.02","0.00","0.00","9006.78"
"Ashfield","08/27/2013","0.00","0.00","0.00","0.00","0.00","4369.10","11/05/2013","3323.24","0.00","0.00","0.00","0.00","3580.79","0:00:00","0:00:00","0.00","0.00","0.00","0.00","257.55","0.00","0.00","7949.89"
"Ashland","08/27/2013","0.00","0.00","0.00","0.00","0.00","3000.60","11/05/2013","3777.14","0.00","0.00","0.00","0.00","4069.87","0:00:00","0:00:00","0.00","0.00","0.00","0.00","292.73","0.00","0.00","7070.47"
"Athol","08/27/2013","0.00","0.00","0.00","0.00","(25.08)","2956.84","11/06/2013","4235.24","0.00","0.00","0.00","0.00","4563.47","0:00:00","0:00:00","0.00","0.00","0.00","(25.08)","328.23","0.00","0.00","7495.23"
"Attleboro","08/27/2013","0.00","0.00","0.00","0.00","(117.08)","1688.61","11/06/2013","4697.55","0.00","0.00","0.00","0.00","5061.61","0:00:00","0:00:00","0.00","0.00","0.00","(117.08)","364.06","0.00","0.00","6633.14"
