"Abington","0.00","0.00","0.00","1022.68","2364.52","3387.20","1022.68"
"Acton","0.00","0.00","0.00","0.00","2570.59","2570.59","0.00"
"Acushnet","0.00","0.00","0.00","176.11","212.38","388.49","176.11"
"Adams","0.00","306.02","0.00","675.32","159.20","1140.54","981.34"
"Agawam","0.00","54.68","0.00","670.26","0.00","724.94","724.94"
"Alford","0.00","0.00","0.00","1182.10","407.15","1589.25","1182.10"
"Amesbury","0.00","215.72","0.00","4180.69","2116.73","6513.14","4396.41"
"Amherst","0.00","264.18","0.00","1576.15","376.79","2217.12","1840.33"
"Andover","0.00","1439.64","0.00","3981.94","3183.51","8605.09","5421.58"
"Aquinnah","0.00","0.00","0.00","1025.18","1895.37","2920.55","1025.18"
"Arlington","0.00","1171.03","0.00","0.00","2148.56","3319.59","1171.03"
"Ashburnham","0.00","29.39","0.00","1257.36","2415.99","3702.74","1286.75"
"Ashby","0.00","141.34","0.00","141.70","2657.65","2940.69","283.04"
"Ashfield","0.00","259.58","0.00","251.54","254.93","766.05","511.12"
"Ashland","0.00","703.05","0.00","369.44","466.25","1538.74","1072.49"
"Athol","0.00","364.97","0.00","718.37","0.00","1083.34","1083.34"
"Attleboro","0.00","0.00","0.00","342.71","954.80","1297.51","342.71"
"Auburn","0.00","714.81","0.00","6.28","1191.76","1912.85","721.09"
"Avon","0.00","838.77","0.00","802.33","10.03","1651.13","1641.10"
"Ayer","0.00","1043.74","0.00","916.75","1680.52","3641.01","1960.49"
"Barnstable","0.00","0.00","0.00","3106.59","1913.16","5019.75","3106.59"
"Barre","0.00","0.00","0.00","0.00","2061.59","2061.59","0.00"
"Becket","0.00","0.00","0.00","547.73","0.39","548.12","547.73"
"Bedford","0.00","290.44","0.00","1.23","2655.23","2946.90","291.67"
"Belchertown","0.00","0.00","0.00","10.43","255.92","266.35","10.43"
"Bellingham","0.00","1513.68","0.00","860.08","499.53","2873.29","2373.76"
"Belmont","0.00","1295.24","0.00","2086.90","0.00","3382.14","3382.14"
"Berkley","0.00","0.00","0.00","1482.69","939.04","2421.73","1482.69"
"Berlin","0.00","888.73","0.00","0.00","1174.62","2063.35","888.73"
"Bernardston","0.00","782.29","0.00","669.79","8.72","1460.80","1452.08"
"Beverly","0.00","1311.76","0.00","1266.23","934.13","3512.12","2577.99"
"Billerica","0.00","0.00","0.00","1796.68","1955.33","3752.01","1796.68"
"Blackstone","0.00","1463.19","0.00","43.35","2139.16","3645.70","1506.54"
"Blandford","0.00","0.00","0.00","0.00","2361.90","2361.90","0.00"
"Bolton","0.00","416.18","0.00","205.91","2659.34","3281.43","622.09"
"Boston","0.00","793.66","0.00","646.69","265.00","1705.35","1440.35"
"Bourne","0.00","1991.00","0.00","1079.13","502.79","3572.92","3070.13"
"Boxborough","0.00","639.72","0.00","1149.26","12.00","1800.98","1788.98"
"Boxford","0.00","0.00","0.00","851.82","933.93","1785.75","851.82"
"Boylston","0.00","1034.78","0.00","4.39","1172.06","2211.23","1039.17"
"Braintree","0.00","851.86","0.00","815.55","6.75","1674.16","1667.41"
"Brewster","0.00","982.36","0.00","964.31","1680.65","3627.32","1946.67"
"Bridgewater","0.00","0.00","0.00","934.59","1919.65","2854.24","934.59"
"Brimfield","0.00","1249.17","0.00","10.09","2163.14","3422.40","1259.26"
"Brockton","0.00","135.94","0.00","1361.38","2392.25","3889.57","1497.32"
"Brookfield","0.00","105.66","0.00","137.02","2634.04","2876.72","242.68"
"Brookline","0.00","222.71","0.00","229.71","258.64","711.06","452.42"
"Buckland","0.00","589.30","0.00","375.17","5.53","970.00","964.47"
"Burlington","0.00","341.09","0.00","2.76","1.47","345.32","343.85"
"Cambridge","0.00","0.00","0.00","490.14","952.00","1442.14","490.14"
"Canton","0.00","713.50","0.00","3.96","1167.35","1884.81","717.46"
"Carlisle","0.00","841.87","0.00","842.41","0.00","1684.28","1684.28"
"Carver","0.00","971.50","0.00","942.70","1680.42","3594.62","1914.20"
"Charlemont","0.00","0.00","0.00","926.80","1919.59","2846.39","926.80"
"Charlton","0.00","1395.58","0.00","11.28","2163.77","3570.63","1406.86"
"Chatham","0.00","0.00","0.00","1342.86","2417.29","3760.15","1342.86"
"Chelmsford","0.00","94.94","0.00","138.14","2632.40","2865.48","233.08"
"Chelsea","0.00","212.13","0.00","253.58","234.58","700.29","465.71"
"Cheshire","0.00","579.07","0.00","349.85","486.88","1415.80","928.92"
"Chester","0.00","490.62","0.00","725.97","6.80","1223.39","1216.59"
"Chesterfield","0.00","0.00","0.00","331.37","956.06","1287.43","331.37"
"Chicopee","0.00","684.64","0.00","6.85","1191.63","1883.12","691.49"
"Chilmark","0.00","784.10","0.00","823.98","0.00","1608.08","1608.08"
"Clarksburg","0.00","909.03","0.00","902.38","1658.31","3469.72","1811.41"
"Clinton","0.00","0.00","0.00","987.18","1920.08","2907.26","987.18"
"Cohasset","0.00","1115.40","0.00","10.36","2163.28","3289.04","1125.76"
"Colrain","0.00","0.00","0.00","1231.02","2483.47","3714.49","1231.02"
"Concord","0.00","86.22","0.00","210.42","2653.67","2950.31","296.64"
"Conway","0.00","204.40","0.00","320.19","232.02","756.61","524.59"
"Cummington","0.00","702.70","0.00","367.23","469.27","1539.20","1069.93"
"Dalton","0.00","308.72","0.00","696.90","7.66","1013.28","1005.62"
"Danvers","0.00","0.00","0.00","313.49","954.57","1268.06","313.49"
"Dartmouth","0.00","659.40","0.00","6.06","2.84","668.30","665.46"
"Dedham","0.00","783.31","0.00","6.33","3.37","793.01","789.64"
"Deerfield","0.00","0.00","0.00","907.91","1651.00","2558.91","907.91"
"Dennis","0.00","0.00","0.00","908.55","1895.85","2804.40","908.55"
"Dighton","0.00","1143.46","0.00","0.00","2144.25","3287.71","1143.46"
"Douglas","0.00","0.00","0.00","1229.40","2415.64","3645.04","1229.40"
"Dover","0.00","77.95","0.00","134.74","2657.33","2870.02","212.69"
"Dracut","0.00","362.02","0.00","254.99","259.43","876.44","617.01"
"Dudley","0.00","903.31","0.00","568.43","469.79","1941.53","1471.74"
"Dunstable","0.00","726.79","0.00","1301.91","0.00","2028.70","2028.70"
"Duxbury","0.00","0.00","0.00","1064.58","960.68","2025.26","1064.58"
"East.Bridgewater","0.00","2252.29","0.00","0.00","524.44","2776.73","2252.29"
"East.Brookfield","0.00","1213.89","0.00","1059.98","(207.11)","2066.76","2273.87"
"East.Longmeadow","0.00","0.00","0.00","0.00","1373.08","1373.08","0.00"
"Eastham","0.00","0.00","0.00","3115.52","1911.82","5027.34","3115.52"
"Easthampton","0.00","0.00","0.00","0.00","2095.03","2095.03","0.00"
"Easton","0.00","186.78","0.00","3487.16","2434.67","6108.61","3673.94"
"Edgartown","0.00","762.33","0.00","421.98","2662.55","3846.86","1184.31"
"Egremont","0.00","78.40","0.00","187.42","258.50","524.32","265.82"
"Erving","0.00","455.19","0.00","339.28","490.31","1284.78","794.47"
"Essex","0.00","834.04","0.00","1497.70","0.00","2331.74","2331.74"
"Everett","0.00","0.00","0.00","1003.73","935.17","1938.90","1003.73"
"Fairhaven","0.00","2697.11","0.00","0.00","1192.88","3889.99","2697.11"
"Fall River","0.00","2884.95","0.00","2727.13","35.09","5647.17","5612.08"
"Falmouth","0.00","3001.95","0.00","2875.10","1704.63","7581.68","5877.05"
"Fitchburg","0.00","0.00","0.00","916.71","7.41","924.12","916.71"
"Florida","0.00","657.17","0.00","5.31","2135.56","2798.04","662.48"
"Foxborough","0.00","0.00","0.00","2994.08","2404.88","5398.96","2994.08"
"Framingham","0.00","50.55","0.00","112.91","2657.89","2821.35","163.46"
"Franklin","0.00","167.53","0.00","254.60","361.59","783.72","422.13"
"Freetown","0.00","533.95","0.00","478.79","491.37","1504.11","1012.74"
"Gardner","0.00","285.85","0.00","830.17","3.88","1119.90","1116.02"
"Georgetown","0.00","0.00","0.00","486.88","930.99","1417.87","486.88"
"Gill","0.00","658.10","0.00","1.65","1170.65","1830.40","659.75"
"Gloucester","0.00","785.41","0.00","822.85","9.97","1618.23","1608.26"
"Goshen","0.00","917.00","0.00","967.08","1680.39","3564.47","1884.08"
"Gosnold","0.00","0.00","0.00","871.27","1919.14","2790.41","871.27"
"Grafton","0.00","1394.94","0.00","11.27","2163.76","3569.97","1406.21"
"Granby","0.00","0.00","0.00","1287.13","2392.25","3679.38","1287.13"
"Granville","0.00","39.83","0.00","137.09","2633.14","2810.06","176.92"
"Great Barrington","0.00","156.95","0.00","229.05","254.32","640.32","386.00"
"Greenfield","0.00","523.71","0.00","371.20","489.45","1384.36","894.91"
"Groton","0.00","490.38","0.00","725.52","5.16","1221.06","1215.90"
"Groveland","0.00","0.00","0.00","273.38","954.16","1227.54","273.38"
"Hadley","0.00","523.89","0.00","6.62","1059.92","1590.43","530.51"
"Halifax","0.00","648.34","0.00","822.47","6.40","1477.21","1470.81"
"Hamilton","0.00","907.13","0.00","942.03","1676.54","3525.70","1849.16"
"Hampden","0.00","0.00","0.00","1081.46","1916.69","2998.15","1081.46"
"Hancock","0.00","1059.77","0.00","10.35","2163.27","3233.39","1070.12"
"Hanover","0.00","0.00","0.00","1175.28","2406.65","3581.93","1175.28"
"Hanson","0.00","31.09","0.00","138.12","0.00","169.21","169.21"
"Hardwick","0.00","149.22","0.00","0.00","230.63","379.85","149.22"
"Harvard","0.00","0.00","0.00","340.07","487.08","827.15","340.07"
"Harwich","0.00","254.50","0.00","734.09","5.17","993.76","988.59"
"Hatfield","0.00","0.00","0.00","258.27","953.18","1211.45","258.27"
"Haverhill","0.00","604.01","0.00","5.85","1191.28","1801.14","609.86"
"Hawley","0.00","727.85","0.00","800.68","0.00","1528.53","1528.53"
"Heath","0.00","1042.71","0.00","890.89","1676.92","3610.52","1933.60"
"Hingham","0.00","0.00","0.00","787.64","1912.39","2700.03","787.64"
"Hinsdale","0.00","1087.82","0.00","7.63","2162.44","3257.89","1095.45"
"Holbrook","0.00","0.00","0.00","1174.70","2410.69","3585.39","1174.70"
"Holden","0.00","21.82","0.00","136.23","2656.58","2814.63","158.05"
"Holland","0.00","362.87","0.00","254.86","233.44","851.17","617.73"
"Holliston","0.00","474.02","0.00","357.96","490.19","1322.17","831.98"
"Holyoke","0.00","258.15","0.00","683.79","141.99","1083.93","941.94"
"Hopedale","0.00","0.00","0.00","391.49","953.74","1345.23","391.49"
"Hopkinton","0.00","601.97","0.00","144.86","1192.40","1939.23","746.83"
"Hubbardston","0.00","930.29","0.00","810.56","3.37","1744.22","1740.85"
"Hudson","0.00","1563.94","0.00","1583.01","1658.08","4805.03","3146.95"
"Hull","0.00","0.00","0.00","2230.12","1921.57","4151.69","2230.12"
"Huntington","0.00","45.14","0.00","0.00","2134.34","2179.48","45.14"
"Ipswich","0.00","53.35","0.00","2764.15","2417.67","5235.17","2817.50"
"Kingston","0.00","715.35","0.00","395.97","2660.64","3771.96","1111.32"
"Lakeville","0.00","780.16","0.00","701.78","263.19","1745.13","1481.94"
"Lancaster","0.00","705.67","0.00","483.48","465.68","1654.83","1189.15"
"Lanesborough","0.00","30.17","0.00","377.20","1.73","409.10","407.37"
"Lawrence","0.00","0.00","0.00","0.00","674.02","674.02","0.00"
"Lee","0.00","0.00","0.00","0.00","1185.65","1185.65","0.00"
"Leicester","0.00","1018.55","0.00","1123.01","10.17","2151.73","2141.56"
"Lenox","0.00","387.64","0.00","553.29","1672.70","2613.63","940.93"
"Leominster","0.00","0.00","0.00","929.30","1891.02","2820.32","929.30"
"Leverett","0.00","49.09","0.00","0.21","2133.15","2182.45","49.30"
"Lexington","0.00","398.40","0.00","3684.43","2423.04","6505.87","4082.83"
"Leyden","0.00","0.00","0.00","74.08","2657.32","2731.40","74.08"
"Lincoln","0.00","400.07","0.00","457.06","259.49","1116.62","857.13"
"Littleton","0.00","563.39","0.00","429.61","485.83","1478.83","993.00"
"Longmeadow","0.00","0.00","0.00","287.02","0.00","287.02","287.02"
"Lowell","0.00","0.00","0.00","913.82","955.96","1869.78","913.82"
"Ludlow","0.00","601.69","0.00","0.00","1174.30","1775.99","601.69"
"Lunenburg","0.00","730.95","0.00","847.50","6.72","1585.17","1578.45"
"Lynn","0.00","861.48","0.00","966.44","1676.47","3504.39","1827.92"
"Lynnfield","0.00","0.00","0.00","815.73","1915.56","2731.29","815.73"
"Malden","0.00","1394.32","0.00","11.27","2138.73","3544.32","1405.59"
"Manchester-by-the-Sea","0.00","0.00","0.00","1206.39","2411.96","3618.35","1206.39"
"Mansfield","0.00","0.00","0.00","97.69","2652.28","2749.97","97.69"
"Marblehead","0.00","101.76","0.00","250.70","257.34","609.80","352.46"
"Marion","0.00","468.37","0.00","371.60","489.21","1329.18","839.97"
"Marlborough","0.00","489.13","0.00","727.20","5.17","1221.50","1216.33"
"Marshfield","0.00","0.00","0.00","219.15","929.13","1148.28","219.15"
"Mashpee","0.00","592.59","0.00","3.67","1342.52","1938.78","596.26"
"Mattapoisett","0.00","720.98","0.00","996.26","7.29","1724.53","1717.24"
"Maynard","0.00","851.62","0.00","181.88","1673.76","2707.26","1033.50"
"Medfield","0.00","0.00","0.00","1080.92","1916.69","2997.61","1080.92"
"Medford","0.00","1119.65","0.00","11.28","2159.73","3290.66","1130.93"
"Medway","0.00","0.00","0.00","1218.98","2385.85","3604.83","1218.98"
"Melrose","0.00","0.00","0.00","84.14","2656.27","2740.41","84.14"
"Mendon","0.00","90.16","0.00","227.75","257.19","575.10","317.91"
"Merrimac","0.00","738.15","0.00","376.18","490.38","1604.71","1114.33"
"Methuen","0.00","199.27","0.00","719.82","5.10","924.19","919.09"
"Middleborough","0.00","0.00","0.00","203.03","952.94","1155.97","203.03"
"Middlefield","0.00","548.59","0.00","5.63","1166.02","1720.24","554.22"
"Middleton","0.00","672.40","0.00","774.86","6.16","1453.42","1447.26"
"Milford","0.00","1042.19","0.00","890.48","1672.86","3605.53","1932.67"
"Millbury","0.00","0.00","0.00","754.15","1916.52","2670.67","754.15"
"Millis","0.00","1032.20","0.00","8.64","2162.20","3203.04","1040.84"
"Millville","0.00","0.00","0.00","1119.99","2410.46","3530.45","1119.99"
"Milton","0.00","0.00","0.00","103.71","2631.32","2735.03","103.71"
"Monroe","0.00","362.68","0.00","229.72","258.36","850.76","592.40"
"Monson","0.00","418.67","0.00","357.79","490.17","1266.63","776.46"
"Montague","0.00","202.92","0.00","708.47","3.88","915.27","911.39"
"Monterey","0.00","0.00","0.00","197.27","952.92","1150.19","197.27"
"Montgomery","0.00","546.56","0.00","4.42","1186.99","1737.97","550.98"
"Mount Washington","0.00","929.83","0.00","807.16","0.00","1736.99","1736.99"
"Nahant","0.00","1053.63","0.00","917.04","1381.03","3351.70","1970.67"
"Nantucket","0.00","0.00","0.00","701.01","1915.08","2616.09","701.01"
"Natick","0.00","997.48","0.00","9.33","4.30","1011.11","1006.81"
"Needham","0.00","0.00","0.00","0.00","2246.86","2246.86","0.00"
"New Ashford","0.00","0.00","0.00","137.49","2656.49","2793.98","137.49"
"New Bedford","0.00","1216.15","0.00","775.69","8.78","2000.62","1991.84"
"New Braintree","0.00","980.15","0.00","166.45","490.53","1637.13","1146.60"
"New Marlborough","0.00","0.00","0.00","407.58","(2.31)","405.27","407.58"
"New Salem","0.00","0.00","0.00","154.57","952.74","1107.31","154.57"
"Newbury","0.00","1832.64","0.00","12.79","1196.54","3041.97","1845.43"
