"Abington","2861.27","0.002521","27:48:00","0.003125","2861.27","0.003251","27:48:00","0.004059","0.00","0.000000","0:00:00","0.000000","2861.27","0.00","0.000000","0.000000","1390.80","0.169616","27:24:00","0:24:00","0.000000","6346.00","0.003522","5084.21","0.003276","1261.79","0.005041","5338.42","(1007.58)","-0.158774","-0.109400","9207.27","0.003135","27:48:00","0.003125","7945.48","0.003267","27:48:00","0.004059","1261.79","0.002499","0:00:00","0.000000","8199.69","(1007.58)","-0.109433","-0.109400","1390.80","0.169616","27:24:00","0:24:00","0.000000"
"Acton","2154.40","0.001898","20:48:00","0.002338","2154.40","0.002448","20:48:00","0.003037","0.00","0.000000","0:00:00","0.000000","2154.40","0.00","0.000000","-0.103000","1040.74","0.123888","20:24:00","0:24:00","0.032258","7210.56","0.004001","5948.77","0.003834","1261.79","0.005041","6246.22","(964.34)","-0.133740","0.000000","9364.96","0.003189","20:48:00","0.002338","8103.17","0.003332","20:48:00","0.003037","1261.79","0.002499","0:00:00","0.000000","8400.62","(964.34)","-0.102973","-0.103000","1040.74","0.123888","20:24:00","0:24:00","0.032258"
"Acushnet","2577.76","0.002272","24:48:00","0.002788","1506.45","0.001712","14:36:00","0.002132","1071.31","0.004207","10:12:00","0.004985","1506.45","(1071.31)","-0.415597","0.000000","1240.98","0.164761","24:24:00","0:24:00","0.000000","5738.62","0.003184","5738.62","0.003698","0.00","0.000000","6025.56","286.94","0.050002","-0.094300","8316.38","0.002832","24:48:00","0.002788","7245.07","0.002979","14:36:00","0.002132","1071.31","0.002122","10:12:00","0.004985","7532.01","(784.37)","-0.094316","-0.094300","1240.98","0.164761","24:24:00","0:24:00","0.000000"
"Adams","3183.64","0.002805","30:48:00","0.003462","2122.43","0.002411","20:36:00","0.003008","1061.21","0.004168","10:12:00","0.004985","2122.43","(1061.21)","-0.333332","0.000000","1541.03","0.221512","30:24:00","0:24:00","0.000000","5969.66","0.003313","5969.66","0.003847","0.00","0.000000","4834.43","(1135.23)","-0.190167","-0.240000","9153.30","0.003117","30:48:00","0.003462","8092.09","0.003327","20:36:00","0.003008","1061.21","0.002102","10:12:00","0.004985","6956.86","(2196.44)","-0.239962","-0.240000","1541.03","0.221512","30:24:00","0:24:00","0.000000"
"Agawam","2313.74","0.002039","22:48:00","0.002563","2313.74","0.002629","22:48:00","0.003329","0.00","0.000000","0:00:00","0.000000","2313.74","0.00","0.000000","0.000000","1140.32","0.162910","22:24:00","0:24:00","0.000000","7634.71","0.004237","4462.81","0.002876","3171.90","0.012673","4685.95","(2948.76)","-0.386231","-0.296400","9948.45","0.003387","22:48:00","0.002563","6776.55","0.002786","22:48:00","0.003329","3171.90","0.006282","0:00:00","0.000000","6999.69","(2948.76)","-0.296404","-0.296400","1140.32","0.162910","22:24:00","0:24:00","0.000000"
"Alford","3970.31","0.003499","38:48:00","0.004362","786.05","0.000893","7:36:00","0.001110","3184.26","0.012506","31:12:00","0.015247","786.05","(3184.26)","-0.802018","-0.448200","1940.85","0.264724","37:54:00","0:54:00","0.014085","9315.83","0.005170","8681.45","0.005595","634.38","0.002535","6545.55","(2770.28)","-0.297373","0.000000","13286.14","0.004524","38:48:00","0.004362","9467.50","0.003893","7:36:00","0.001110","3818.64","0.007563","31:12:00","0.015247","7331.60","(5954.54)","-0.448177","-0.448200","1940.85","0.264724","37:54:00","0:54:00","0.014085"
"Amesbury","5632.73","0.004964","53:48:00","0.006048","4623.97","0.005253","44:06:00","0.006438","1008.76","0.003962","9:42:00","0.004740","2285.11","(3347.62)","-0.594316","-0.016000","2692.49","0.191338","52:54:00","0:54:00","0.014085","8668.40","0.004810","8668.40","0.005586","0.00","0.000000","11786.82","3118.42","0.359746","0.000000","14301.13","0.004870","53:48:00","0.006048","13292.37","0.005466","44:06:00","0.006438","1008.76","0.001998","9:42:00","0.004740","14071.93","(229.20)","-0.016027","-0.016000","2692.49","0.191338","52:54:00","0:54:00","0.014085"
"Amherst","6802.30","0.005994","65:48:00","0.007397","6338.44","0.007201","61:18:00","0.008950","463.86","0.001822","4:30:00","0.002199","3728.20","(3074.10)","-0.451921","-0.627500","3292.20","0.596464","64:54:00","0:54:00","0.010989","8014.98","0.004448","1706.03","0.001099","6308.95","0.025206","1791.33","(6223.65)","-0.776502","0.000000","14817.28","0.005045","65:48:00","0.007397","8044.47","0.003308","61:18:00","0.008950","6772.81","0.013414","4:30:00","0.002199","5519.53","(9297.75)","-0.627494","-0.627500","3292.20","0.596464","64:54:00","0:54:00","0.010989"
"Andover","7653.06","0.006744","73:48:00","0.008296","7184.64","0.008163","69:18:00","0.010118","468.42","0.001840","4:30:00","0.002199","10195.86","2542.80","0.332259","0.064800","3692.68","0.302797","72:54:00","0:54:00","0.009901","3800.34","0.002109","1904.17","0.001227","1896.17","0.007576","1999.38","(1800.96)","-0.473894","0.000000","11453.40","0.003900","73:48:00","0.008296","9088.81","0.003737","69:18:00","0.010118","2364.59","0.004683","4:30:00","0.002199","12195.24","741.84","0.064770","0.064800","3692.68","0.302797","72:54:00","0:54:00","0.009901"
"Aquinnah","8092.58","0.007131","79:48:00","0.008971","1363.94","0.001550","13:24:00","0.001956","6728.64","0.026426","66:24:00","0.032449","1363.94","(6728.64)","-0.831458","-0.562500","3991.03","0.716422","78:54:00","0:54:00","0.009901","4640.89","0.002575","4006.51","0.002582","634.38","0.002535","4206.84","(434.05)","-0.093527","0.000000","12733.47","0.004336","79:48:00","0.008971","5370.45","0.002208","13:24:00","0.001956","7363.02","0.014583","66:24:00","0.032449","5570.78","(7162.69)","-0.562509","-0.562500","3991.03","0.716422","78:54:00","0:54:00","0.009901"
